学校名称/学部/学科,报考频度,国立・公立,地区归属,是否更新到最新,募集要项下载完毕,募集要项链接（募集要项一览界面的链接）,具体学部PDF,是否招收留学生,是否需要学信网（CSSD）学历验证报告,EJU必要科目,是否需要英语成绩,英语成绩类型,是否必须JLPT成绩,是否有校内考,募集要项发放月份（多期多选）,出愿开始日期,2期出愿开始日期,出愿结束日期,2期出愿结束日期,出愿材料邮寄要求,第一次选考/书类选考,第二次选考/校内考/面试 内容,校内考日期/时间,面试日期/时间,2期面试时间,合格通知日期,2期合格通知时间,入学手续开始时间,2期入学手续开始时间,入学手续截止时间,2期入学手续截止时间,是否必须住民票,是否必须推荐信,有日本初高中经验是否可以申报（有条件需具体填写）,填写人,归属大学,更新时间,审核人,最近修改
広島大学医学部保健学科,,,,1,,https://www.hiroshima-u.ac.jp/nyushi/yoko_doga/yoko,https://www.hiroshima-u.ac.jp/system/files/266626/00_R8_gairyu23_youkou.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",,,,2025/12/22,,2026/01/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,2026/03/12,2026/03/08,2026/03/20,2026/03/08,2026/03/20,2026/03/15,2026/03/27,否,否,,新领域_学部教务,広島大学,2025/10/02 14:12,,新领域_学部教务
広島大学歯学部,,,,1,,https://www.hiroshima-u.ac.jp/nyushi/yoko_doga/yoko,https://www.hiroshima-u.ac.jp/system/files/266626/00_R8_gairyu23_youkou.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",,,,2025/12/22,,2026/01/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,2026/03/12,2026/03/08,2026/03/20,2026/03/08,2026/03/20,2026/03/15,2026/03/27,否,否,,新领域_学部教务,広島大学,2025/10/02 14:12,,新领域_学部教务
広島大学薬学部,,,,1,,https://www.hiroshima-u.ac.jp/nyushi/yoko_doga/yoko,https://www.hiroshima-u.ac.jp/system/files/266626/00_R8_gairyu23_youkou.pdf,是,不需要,"日语, 数学コース２, 化学必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R, IELTs",,,,2025/12/22,,2026/01/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,2026/03/12,2026/03/08,2026/03/20,2026/03/08,2026/03/20,2026/03/15,2026/03/27,否,否,,新领域_学部教务,広島大学,2025/10/02 14:12,,新领域_学部教务
広島大学工学部,,,,1,,https://www.hiroshima-u.ac.jp/nyushi/yoko_doga/yoko,https://www.hiroshima-u.ac.jp/system/files/266626/00_R8_gairyu23_youkou.pdf,是,不需要,"日语, 数学コース２, 物理, 化学",是,"TOEFL iBT, TOEIC L&R, IELTs",,,,2025/12/22,,2026/01/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,2026/03/12,2026/03/08,2026/03/20,2026/03/08,2026/03/20,2026/03/15,2026/03/27,否,否,,新领域_学部教务,広島大学,2025/10/02 14:12,,新领域_学部教务
広島大学生物生産学部,,,,1,,https://www.hiroshima-u.ac.jp/nyushi/yoko_doga/yoko,https://www.hiroshima-u.ac.jp/system/files/266626/00_R8_gairyu23_youkou.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",,,,2025/12/22,2025/10/02,2026/01/08,2025/10/07,簡易書留・速達・必着,,,2026/02/25,2026/02/25,2026/03/12,2026/03/08,2026/03/20,2026/03/08,2026/03/20,2026/03/15,2026/03/27,否,否,,新领域_学部教务,広島大学,2025/10/02 14:12,,新领域_学部教务
広島大学情報科学部,,,,1,,https://www.hiroshima-u.ac.jp/nyushi/yoko_doga/yoko,https://www.hiroshima-u.ac.jp/system/files/266626/00_R8_gairyu23_youkou.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",,,,2025/12/22,,2026/01/08,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,2026/03/12,2026/03/08,2026/03/20,2026/03/08,2026/03/20,2026/03/15,2026/03/27,否,否,,新领域_学部教务,広島大学,2025/10/02 14:12,,新领域_学部教务
公立鳥取環境大学環境学部,,,,1,,https://www.kankyo-u.ac.jp/exam/r8/ryuugakusei/#yoko,https://www.kankyo-u.ac.jp/f/519/r8/tokubetsu/00.pdf,是,不需要,"日语, 数学コース２, 理科3选2",否,,否,,,2026/01/09,,2026/01/20,,,,,2026/02/11,2026/02/11,,2026/02/16,,2026/02/11,,2026/03/09,,,,,新领域_学部教务,公立鳥取環境大学,2025/10/02 14:50,,新领域_学部教务
岡山大学理学部数学科地球科学科,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学理学部物理学科,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 物理必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学理学部化学科,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 化学必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学理学部生物学科,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 化学, 生物",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学医学部医学科,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 生物必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/26,2026/02/26,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学医学部保健学科,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/26,2026/02/26,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学齿学部,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 生物必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/26,2026/02/26,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学薬学部,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 化学必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学工学部工学科機械システム系,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 物理必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学工学部工学科機械システム系以外,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2026/01/26,,2026/01/29,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/07,,2026/03/07,,2026/03/18,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山大学农学部グローバル入試,,,,1,,https://www.okayama-u.ac.jp/tp/admission/kikokushihibosyuyoko.html,https://www.okayama-u.ac.jp/user/st/nyushika/2026/pdf/bosyuyoko/shihi2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"笔试, 面试",,2025/11/04,,2025/11/11,,簡易書留・速達・必着,,,2025/12/06,2025/12/06,,2025/12/22,,2025/12/22,,2026/01/28,,否,否,,新领域_学部教务,岡山大学,2025/10/02 15:14,,新领域_学部教务
岡山県立大学情報工学部,,,,1,,https://www.oka-pu.ac.jp/exam/page-15832/page-449/,https://www.oka-pu.ac.jp/cms/wp-content/uploads/2025/10/R8_shihigai_20251010.pdf,是,,"日语, 数学コース２, 物理必须，其他科目2选1",是,TOEFL iBT,否,面试,,2025/12/12,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/10,,2026/03/15,,否,否,,新领域_学部教务,岡山県立大学,2026/04/25 18:48,,新领域_学部教务
岡山県立大学保健福祉学部,,,,1,,https://www.oka-pu.ac.jp/exam/page-15832/page-449/,https://www.oka-pu.ac.jp/cms/wp-content/uploads/2025/10/R8_shihigai_20251010.pdf,是,,"日语, 数学コース２, 理科3选2",是,TOEFL iBT,否,面试,,2025/12/12,,2025/12/22,,簡易書留・速達・消印,,,2026/03/12,2026/03/12,,2026/03/21,,2026/03/24,,2026/03/27,,否,否,,新领域_学部教务,岡山県立大学,2025/10/02 17:41,,新领域_学部教务
岡山県立大学デザイン学部 ,,,,1,,https://www.oka-pu.ac.jp/exam/page-15832/page-449/,https://www.oka-pu.ac.jp/cms/wp-content/uploads/2025/10/R8_shihigai_20251010.pdf,是,,,是,TOEFL iBT,否,面试,,2025/12/12,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/10,,2026/03/15,,否,否,,新领域_学部教务,岡山県立大学,2025/10/02 17:41,,新领域_学部教务
神戸大学グローバル文化学科,,,,1,1,https://www.fgh.kobe-u.ac.jp/system/files/2025-12/admission_2026_ryugakusei_2.pdf,,是,不需要,"日语, 数学コース２, 理科3选2",否,,否,,,2026/01/26,,2026/01/30,,,,,,,,,,,,,,是,否,,新领域_学部教务,神戸大学,2026/04/25 16:54,,新领域_学部教务
神戸大学発達コミュニティ学科,,,,1,,https://www.fgh.kobe-u.ac.jp/system/files/2025-12/admission_2026_ryugakusei_2.pdf,,是,不需要,,否,,否,,,2026/01/26,,2026/01/30,,,,,,,,,,,,,,是,否,,新领域_学部教务,神戸大学,2025/10/07 14:15,,新领域_学部教务
神戸大学環境共生学科（理科系受験）,,,,1,,https://www.fgh.kobe-u.ac.jp/system/files/2025-12/admission_2026_ryugakusei_2.pdf,,是,不需要,"日语, 数学コース２, 理科3选2",否,,否,,,2026/01/26,,2026/01/30,,,,,2026/02/25,2026/02/25,,2026/03/10,,,,,,是,否,,新领域_学部教务,神戸大学,2025/10/07 14:16,,新领域_学部教务
神戸大学子ども教育学科,,,,1,,https://www.fgh.kobe-u.ac.jp/system/files/2025-12/admission_2026_ryugakusei_2.pdf,,是,不需要,"日语, 数学コース２, 理科3选2",否,,否,,,2026/01/26,,2026/01/30,,,,,,,,,,,,,,是,否,,新领域_学部教务,神戸大学,2025/10/07 14:13,,新领域_学部教务
大阪公立大学現代システム科学域,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,TOEFL iBT,否,"理科 笔试, 英语 笔试, 数学 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学商学部,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,TOEFL iBT,否,"英语 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学理学部,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,,是,TOEFL iBT,否,"理科 笔试, 英语 笔试, 数学 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学理学部物理学科,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 物理必须，其他科目2选1",是,TOEFL iBT,否,"理科 笔试, 英语 笔试, 数学 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学理学物理学科以外,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,TOEFL iBT,否,"理科 笔试, 英语 笔试, 数学 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学工学部,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 物理, 化学",是,TOEFL iBT,否,"理科 笔试, 英语 笔试, 数学 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学農学部,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,TOEFL iBT,否,"理科 笔试, 英语 笔试, 数学 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学獣医学部,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,TOEFL iBT,否,"面试, 小论文",,2025/10/06,,2025/10/09,,簡易書留・速達・消印,,,2025/11/22,2025/11/22,,2025/12/05,,2025/12/12,,2025/12/16,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学看護学部,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 化学, 生物",是,TOEFL iBT,否,"日语 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
大阪公立大学生活科学部,,,,1,,https://www.omu.ac.jp/admissions/ug/exam_info/special/foreigner/,https://www.omu.ac.jp/admissions/assets/13_international_student2026.pdf,是,不需要,"日语, 数学コース２, 理科3选2",是,TOEFL iBT,否,"理科 笔试, 英语 笔试, 数学 笔试, 面试",,2025/12/17,,2025/12/22,,簡易書留・速達・消印,,,2026/02/25,2026/02/26,,2026/03/09,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,大阪公立大学,2025/10/07 14:34,,新领域_学部教务
信州大学医学部,,,,1,,https://www.shinshu-u.ac.jp/ad_portal/selection/index.html,https://www.shinshu-u.ac.jp/ad_portal/selection/uploads/R08senbatsuyoukou.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"面试, 英语 笔试, 数学 笔试, 理科 笔试",,2026/01/05,,2026/01/09,,簡易書留・速達・必着,,,2026/02/25,2026/02/26,,2026/03/06,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,信州大学,2025/10/07 15:03,,新领域_学部教务
信州大学理学部,,,,1,,https://www.shinshu-u.ac.jp/ad_portal/selection/index.html,https://www.shinshu-u.ac.jp/ad_portal/selection/uploads/R08senbatsuyoukou.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"面试, 口头试问",,2026/01/15,,2026/01/22,,簡易書留・速達・必着,,,2026/02/13,2026/02/13,,2026/03/06,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,信州大学,2025/10/07 15:03,,新领域_学部教务
信州大学工学部,,,,1,,https://www.shinshu-u.ac.jp/ad_portal/selection/index.html,https://www.shinshu-u.ac.jp/ad_portal/selection/uploads/R08senbatsuyoukou.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"面试, 口头试问",,2026/01/15,,2026/01/22,,簡易書留・速達・必着,,,2026/02/13,2026/02/13,,2026/03/06,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,信州大学,2025/10/07 15:03,,新领域_学部教务
信州大学農学部,,,,1,,https://www.shinshu-u.ac.jp/ad_portal/selection/index.html,https://www.shinshu-u.ac.jp/ad_portal/selection/uploads/R08senbatsuyoukou.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"面试, 口头试问",,2026/01/15,,2026/01/22,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,信州大学,2025/10/07 15:03,,新领域_学部教务
信州大学繊維学部,,,,1,,https://www.shinshu-u.ac.jp/ad_portal/selection/index.html,https://www.shinshu-u.ac.jp/ad_portal/selection/uploads/R08senbatsuyoukou.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R",否,"面试, 口头试问",,2025/11/05,,2025/11/07,,簡易書留・速達・必着,,,2026/02/13,2026/02/13,,2026/03/06,,2026/03/09,,2026/03/15,,否,否,,新领域_学部教务,信州大学,2025/10/07 15:03,,新领域_学部教务
静岡大学情报学部,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 面试",,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学理学部数学科,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 理科 笔试, 面试",,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学理学部物理学科,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 物理必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 理科 笔试, 面试",,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学理学部化学科,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 化学必须，其他科目2选1",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 理科 笔试, 面试",,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学理学部生物科学科,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 理科 笔试, 面试",,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学理学部地球科学科,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"数学 笔试, 理科 笔试, 面试",,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学工学部,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 物理, 化学",是,"TOEFL iBT, TOEIC L&R",否,面试,,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学農学部,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,"小论文, 面试",,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
静岡大学グローバル共創科学部,,,,1,,https://www.shizuoka.ac.jp/nyushi/guide/boshu/,https://www.shizuoka.ac.jp/nyushi/guide/boshu/document/08_yoko_ryugakusei.pdf,是,,"日语, 数学コース２, 理科3选2",是,"TOEFL iBT, TOEIC L&R, IELTs",否,面试,,2026/01/26,,2026/01/30,,簡易書留・速達・必着,,,2026/02/25,2026/02/25,,2026/03/06,,2026/03/06,,2026/03/14,,否,否,,新领域_学部教务,静岡大学,2025/10/07 16:08,,新领域_学部教务
滋賀大学教育学部,,,,1,,https://www.shiga-u.ac.jp/admission/examination_info/guideline/,https://www.shiga-u.ac.jp/wp/wp-content/uploads/R8shihiryu.pdf,,不需要,"日语, 数学コース２, 理科3选2",,,,"英语 笔试, 面试",,2025/10/27,,2025/10/30,,簡易書留・速達・必着,,,2025/11/26,2025/11/26,,2026/01/23,,2026/01/23,,2026/01/27,,否,否,,新领域_学部教务,滋賀大学,2025/10/07 18:05,,新领域_学部教务
滋賀大学经济学部,,,,1,,https://www.shiga-u.ac.jp/admission/examination_info/guideline/,https://www.shiga-u.ac.jp/wp/wp-content/uploads/R8shihiryu.pdf,,不需要,"日语, 数学コース２, 理科3选2",,,,"英语 笔试, 面试",,2025/10/27,,2025/10/30,,簡易書留・速達・必着,,,2025/12/06,2025/12/06,,2026/01/23,,2026/01/23,,2026/01/27,,否,否,,新领域_学部教务,滋賀大学,2025/10/07 18:06,,新领域_学部教务
長岡技術科学大学工学部,,,,1,,https://www.nagaokaut.ac.jp/nyuushi/nyugakushiken/nyushi_gakubu1.html,https://www.nagaokaut.ac.jp/admissions/exam/assets/b1_shihi_2026_00_youkou.pdf,是,,,是,"TOEFL iBT, TOEIC L&R",否,,,2025/12/02,,2025/12/05,,簡易書留・速達・必着,,,,,,2026/01/23,,2026/01/30,,2026/02/06,,否,否,,新领域_学部教务,長岡技術科学大学,2025/10/07 18:10,,新领域_学部教务
宇都宮大学農学部,,,,1,,https://www.utsunomiya-u.ac.jp/admission/special.php,https://admission.utsunomiya-u.ac.jp/docs/R8shihigai.pdf,是,不需要,,是,TOEFL iBT,否,"数学 笔试, 理科 笔试, 面试",10月,2026/01/05,,2026/01/07,,簡易書留・速達・必着,,,2026/01/27,2026/01/27,,2026/02/11,,2026/02/17,,2026/02/18,,否,否,不可,聂乔阳,宇都宮大学,2025/10/14 14:32,,聂乔阳
